strain	genbank	date	country	region	division	location	length	host	host_type	lineage	authors	date_submitted
PP_0024Y5G.2	PP_0024Y5G.2	2015-06-29	New Zealand				15232	Homo sapiens	Human	B.D.4.1	Shabman, R.; Das, S. R.; Shilts, M.; Fedorova, N.; Puri, V.; Shrivastava, S.; Amedeo, P.; Williams, M.; Barratt, K.; Mitchell, J.; Jennings, L.	2016-10-01
PP_0028B8P.2	PP_0028B8P.2	2013-11-10	Nicaragua				15156	Homo sapiens	Human	B.D	Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.	2019-04-29
PP_0028AWD.2	PP_0028AWD.2	2015-12-11	Nicaragua				15158	Homo sapiens	Human	B.D	Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.	2019-04-29
PP_0028ASM.2	PP_0028ASM.2	2015-10-29	Nicaragua				15215	Homo sapiens	Human	B.D.4.1	Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.	2019-04-29
PP_0028ATK.2	PP_0028ATK.2	2015-10-14	Nicaragua				15214	Homo sapiens	Human	B.D.4.1	Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.	2019-04-29
PP_0028BJ2.2	PP_0028BJ2.2	2015-10-29	Nicaragua				15213	Homo sapiens	Human	B.D.4.1	Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.	2019-04-29
PP_0028B4X.2	PP_0028B4X.2	2015-11-13	Nicaragua				15212	Homo sapiens	Human	B.D.4.1	Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.	2019-04-29
PP_0028B13.2	PP_0028B13.2	2015-10-19	Nicaragua				15205	Homo sapiens	Human	B.D.4.1	Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.	2019-04-29
PP_0028AMX.2	PP_0028AMX.2	2015-12-11	Nicaragua				15203	Homo sapiens	Human	B.D.4.1	Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.	2019-04-29
PP_0028AUH.2	PP_0028AUH.2	2015-12-17	Nicaragua				15202	Homo sapiens	Human	B.D.4.1	Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.	2019-04-29
PP_0028ALZ.2	PP_0028ALZ.2	2015-11-20	Nicaragua				15202	Homo sapiens	Human	B.D.4.1	Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.	2019-04-29
PP_0028B21.2	PP_0028B21.2	2015-11-12	Nicaragua				15199	Homo sapiens	Human	B.D.4.1	Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.	2019-04-29
PP_0028BDD.2	PP_0028BDD.2	2015-10-26	Nicaragua				15197	Homo sapiens	Human	B.D.4.1	Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.	2019-04-29
PP_0028B05.2	PP_0028B05.2	2015-11-11	Nicaragua				15197	Homo sapiens	Human	B.D.4.1	Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.	2019-04-29
PP_0028APT.2	PP_0028APT.2	2015-09-25	Nicaragua				15196	Homo sapiens	Human	B.D.4.1	Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.	2019-04-29
PP_0028AJ3.2	PP_0028AJ3.2	2015-11-16	Nicaragua				15193	Homo sapiens	Human	B.D.4.1	Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.	2019-04-29
PP_0028BEB.2	PP_0028BEB.2	2015-11-18	Nicaragua				15192	Homo sapiens	Human	B.D.4.1	Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.	2019-04-29
PP_0028BCF.2	PP_0028BCF.2	2015-12-07	Nicaragua				15191	Homo sapiens	Human	B.D.4.1	Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.	2019-04-29
PP_0028BF9.2	PP_0028BF9.2	2015-11-24	Nicaragua				15191	Homo sapiens	Human	B.D.4.1	Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.	2019-04-29
PP_0028AEC.2	PP_0028AEC.2	2015-11-12	Nicaragua				15191	Homo sapiens	Human	B.D.4.1	Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.	2019-04-29
PP_0028BAK.2	PP_0028BAK.2	2015-11-13	Nicaragua				15190	Homo sapiens	Human	B.D.4.1	Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.	2019-04-29
PP_0028AZ7.2	PP_0028AZ7.2	2015-12-09	Nicaragua				15190	Homo sapiens	Human	B.D.4.1	Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.	2019-04-29
PP_0028B3Z.2	PP_0028B3Z.2	2016-08-25	Nicaragua				15227	Homo sapiens	Human	B.D.4.1	Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.	2019-04-29
PP_0028AG8.2	PP_0028AG8.2	2016-10-05	Nicaragua				15227	Homo sapiens	Human	B.D.4.1	Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.	2019-04-29
PP_0028BLY.2	PP_0028BLY.2	2016-08-29	Nicaragua				15224	Homo sapiens	Human	B.D.4.1	Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.	2019-04-29
PP_0028BG7.2	PP_0028BG7.2	2016-08-24	Nicaragua				15224	Homo sapiens	Human	B.D.4.1	Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.	2019-04-29
PP_0028B9M.2	PP_0028B9M.2	2016-09-21	Nicaragua				15216	Homo sapiens	Human	B.D.4.1	Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.	2019-04-29
PP_0028BH4.2	PP_0028BH4.2	2016-07-11	Nicaragua				15215	Homo sapiens	Human	B.D.4.1	Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.	2019-04-29
PP_0028AXB.2	PP_0028AXB.2	2016-08-25	Nicaragua				15215	Homo sapiens	Human	B.D.4.1	Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.	2019-04-29
PP_0028BK0.2	PP_0028BK0.2	2016-01-07	Nicaragua				15213	Homo sapiens	Human	B.D.4.1	Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.	2019-04-29
PP_0028AFA.2	PP_0028AFA.2	2016-09-01	Nicaragua				15199	Homo sapiens	Human	B.D.4.1	Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.	2019-04-29
PP_0028B5V.2	PP_0028B5V.2	2016-01-13	Nicaragua				15196	Homo sapiens	Human	B.D.4.1	Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.	2019-04-29
PP_0028B7R.2	PP_0028B7R.2	2016-01-12	Nicaragua				15193	Homo sapiens	Human	B.D.4.1	Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.	2019-04-29
PP_0028AVF.2	PP_0028AVF.2	2016-08-31	Nicaragua				15191	Homo sapiens	Human	B.D.4.1	Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.	2019-04-29
PP_0028AK1.2	PP_0028AK1.2	2016-01-18	Nicaragua				15189	Homo sapiens	Human	B.D.4.1	Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.	2019-04-29
PP_0028ANV.2	PP_0028ANV.2	2016-10-05	Nicaragua				15171	Homo sapiens	Human	B.D.4.1	Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Hu, L.; Christensen, J.; Miller, J.; Durbin, A.; Williams, T.; Arumemi, F.; Cadiz, C.; Alanis, R.; Balmseda, A.; Wiliams, T.; Schiller, A.; Patel, M.; Kubale, J.; Gordon, A.	2019-04-29
PP_002VZMZ.1	PP_002VZMZ.1	2020-01-16	Panama				15212	Homo sapiens	Human	B.D.4.1.1	Franco, D.; Goya, S.; Martinez, A.; Moreno, B.; Valdespino, E.; Gaitan, M.; Gonzalez, C.; Moreno, A.; Capitan-Barrios, Z.; Carrera, J. P.; Lopez-Verges, S.; Pascale, J. M.; Das, S. R.; Arbiza, J.; Delfraro, A.; Abrego, L.	2024-11-25
PP_002VZK3.1	PP_002VZK3.1	2020-01-15	Panama				15212	Homo sapiens	Human	B.D.4.1.1	Franco, D.; Goya, S.; Martinez, A.; Moreno, B.; Valdespino, E.; Gaitan, M.; Gonzalez, C.; Moreno, A.; Capitan-Barrios, Z.; Carrera, J. P.; Lopez-Verges, S.; Pascale, J. M.; Das, S. R.; Arbiza, J.; Delfraro, A.; Abrego, L.	2024-11-25
PP_002VZL1.1	PP_002VZL1.1	2020-01-16	Panama				15212	Homo sapiens	Human	B.D.4.1.1	Franco, D.; Goya, S.; Martinez, A.; Moreno, B.; Valdespino, E.; Gaitan, M.; Gonzalez, C.; Moreno, A.; Capitan-Barrios, Z.; Carrera, J. P.; Lopez-Verges, S.; Pascale, J. M.; Das, S. R.; Arbiza, J.; Delfraro, A.; Abrego, L.	2024-11-25
PP_002VZNX.1	PP_002VZNX.1	2020-02-21	Panama				15212	Homo sapiens	Human	B.D.4.1.1	Franco, D.; Goya, S.; Martinez, A.; Moreno, B.; Valdespino, E.; Gaitan, M.; Gonzalez, C.; Moreno, A.; Capitan-Barrios, Z.; Carrera, J. P.; Lopez-Verges, S.; Pascale, J. M.; Das, S. R.; Arbiza, J.; Delfraro, A.; Abrego, L.	2024-11-25
PP_002VZRR.1	PP_002VZRR.1	2021-12-28	Panama				15213	Homo sapiens	Human	B.D.4.1.1	Franco, D.; Goya, S.; Martinez, A.; Moreno, B.; Valdespino, E.; Gaitan, M.; Gonzalez, C.; Moreno, A.; Capitan-Barrios, Z.; Carrera, J. P.; Lopez-Verges, S.; Pascale, J. M.; Das, S. R.; Arbiza, J.; Delfraro, A.; Abrego, L.	2024-11-25
PP_002W0AK.1	PP_002W0AK.1	2021-10-08	Panama				15216	Homo sapiens	Human	B.D.E.1	Franco, D.; Goya, S.; Martinez, A.; Moreno, B.; Valdespino, E.; Gaitan, M.; Gonzalez, C.; Moreno, A.; Capitan-Barrios, Z.; Carrera, J. P.; Lopez-Verges, S.; Pascale, J. M.; Das, S. R.; Arbiza, J.; Delfraro, A.; Abrego, L.	2024-11-25
PP_002VZQT.1	PP_002VZQT.1	2021-12-20	Panama				15216	Homo sapiens	Human	B.D.E.1	Franco, D.; Goya, S.; Martinez, A.; Moreno, B.; Valdespino, E.; Gaitan, M.; Gonzalez, C.; Moreno, A.; Capitan-Barrios, Z.; Carrera, J. P.; Lopez-Verges, S.; Pascale, J. M.; Das, S. R.; Arbiza, J.; Delfraro, A.; Abrego, L.	2024-11-25
PP_002W09M.1	PP_002W09M.1	2021-10-08	Panama				15216	Homo sapiens	Human	B.D.E.1	Franco, D.; Goya, S.; Martinez, A.; Moreno, B.; Valdespino, E.; Gaitan, M.; Gonzalez, C.; Moreno, A.; Capitan-Barrios, Z.; Carrera, J. P.; Lopez-Verges, S.; Pascale, J. M.; Das, S. R.; Arbiza, J.; Delfraro, A.; Abrego, L.	2024-11-25
PP_002VZSP.1	PP_002VZSP.1	2021-12-29	Panama				15216	Homo sapiens	Human	B.D.E.1	Franco, D.; Goya, S.; Martinez, A.; Moreno, B.; Valdespino, E.; Gaitan, M.; Gonzalez, C.; Moreno, A.; Capitan-Barrios, Z.; Carrera, J. P.; Lopez-Verges, S.; Pascale, J. M.; Das, S. R.; Arbiza, J.; Delfraro, A.; Abrego, L.	2024-11-25
PP_002VZTM.1	PP_002VZTM.1	2021-12-29	Panama				15214	Homo sapiens	Human	B.D.E.1	Franco, D.; Goya, S.; Martinez, A.; Moreno, B.; Valdespino, E.; Gaitan, M.; Gonzalez, C.; Moreno, A.; Capitan-Barrios, Z.; Carrera, J. P.; Lopez-Verges, S.; Pascale, J. M.; Das, S. R.; Arbiza, J.; Delfraro, A.; Abrego, L.	2024-11-25
PP_002VZUK.1	PP_002VZUK.1	2021-12-29	Panama				15214	Homo sapiens	Human	B.D.E.1	Franco, D.; Goya, S.; Martinez, A.; Moreno, B.; Valdespino, E.; Gaitan, M.; Gonzalez, C.; Moreno, A.; Capitan-Barrios, Z.; Carrera, J. P.; Lopez-Verges, S.; Pascale, J. M.; Das, S. R.; Arbiza, J.; Delfraro, A.; Abrego, L.	2024-11-25
PP_002VZPV.1	PP_002VZPV.1	2021-12-17	Panama				15214	Homo sapiens	Human	B.D.E.1	Franco, D.; Goya, S.; Martinez, A.; Moreno, B.; Valdespino, E.; Gaitan, M.; Gonzalez, C.; Moreno, A.; Capitan-Barrios, Z.; Carrera, J. P.; Lopez-Verges, S.; Pascale, J. M.; Das, S. R.; Arbiza, J.; Delfraro, A.; Abrego, L.	2024-11-25
PP_002W05V.1	PP_002W05V.1	2023-09-14	Panama				15213	Homo sapiens	Human	B.D.4.1.1	Franco, D.; Goya, S.; Martinez, A.; Moreno, B.; Valdespino, E.; Gaitan, M.; Gonzalez, C.; Moreno, A.; Capitan-Barrios, Z.; Carrera, J. P.; Lopez-Verges, S.; Pascale, J. M.; Das, S. R.; Arbiza, J.; Delfraro, A.; Abrego, L.	2024-11-25
PP_002W013.1	PP_002W013.1	2023-07-08	Panama				15213	Homo sapiens	Human	B.D.4.1.1	Franco, D.; Goya, S.; Martinez, A.; Moreno, B.; Valdespino, E.; Gaitan, M.; Gonzalez, C.; Moreno, A.; Capitan-Barrios, Z.; Carrera, J. P.; Lopez-Verges, S.; Pascale, J. M.; Das, S. R.; Arbiza, J.; Delfraro, A.; Abrego, L.	2024-11-25
PP_002W005.1	PP_002W005.1	2023-08-07	Panama				15213	Homo sapiens	Human	B.D.4.1.1	Franco, D.; Goya, S.; Martinez, A.; Moreno, B.; Valdespino, E.; Gaitan, M.; Gonzalez, C.; Moreno, A.; Capitan-Barrios, Z.; Carrera, J. P.; Lopez-Verges, S.; Pascale, J. M.; Das, S. R.; Arbiza, J.; Delfraro, A.; Abrego, L.	2024-11-25
PP_002VZZ9.1	PP_002VZZ9.1	2023-07-27	Panama				15216	Homo sapiens	Human	B.D.E.1	Franco, D.; Goya, S.; Martinez, A.; Moreno, B.; Valdespino, E.; Gaitan, M.; Gonzalez, C.; Moreno, A.; Capitan-Barrios, Z.; Carrera, J. P.; Lopez-Verges, S.; Pascale, J. M.; Das, S. R.; Arbiza, J.; Delfraro, A.; Abrego, L.	2024-11-25
PP_002W021.1	PP_002W021.1	2023-08-09	Panama				15216	Homo sapiens	Human	B.D.E.1	Franco, D.; Goya, S.; Martinez, A.; Moreno, B.; Valdespino, E.; Gaitan, M.; Gonzalez, C.; Moreno, A.; Capitan-Barrios, Z.; Carrera, J. P.; Lopez-Verges, S.; Pascale, J. M.; Das, S. R.; Arbiza, J.; Delfraro, A.; Abrego, L.	2024-11-25
PP_002VZYB.1	PP_002VZYB.1	2023-07-19	Panama				15216	Homo sapiens	Human	B.D.E.1	Franco, D.; Goya, S.; Martinez, A.; Moreno, B.; Valdespino, E.; Gaitan, M.; Gonzalez, C.; Moreno, A.; Capitan-Barrios, Z.; Carrera, J. P.; Lopez-Verges, S.; Pascale, J. M.; Das, S. R.; Arbiza, J.; Delfraro, A.; Abrego, L.	2024-11-25
PP_002W04X.1	PP_002W04X.1	2023-08-21	Panama				15216	Homo sapiens	Human	B.D.E.1	Franco, D.; Goya, S.; Martinez, A.; Moreno, B.; Valdespino, E.; Gaitan, M.; Gonzalez, C.; Moreno, A.; Capitan-Barrios, Z.; Carrera, J. P.; Lopez-Verges, S.; Pascale, J. M.; Das, S. R.; Arbiza, J.; Delfraro, A.; Abrego, L.	2024-11-25
PP_002W07R.1	PP_002W07R.1	2024-07-18	Panama				15216	Homo sapiens	Human	B.D.E.1.2	Franco, D.; Goya, S.; Martinez, A.; Moreno, B.; Valdespino, E.; Gaitan, M.; Gonzalez, C.; Moreno, A.; Capitan-Barrios, Z.; Carrera, J. P.; Lopez-Verges, S.; Pascale, J. M.; Das, S. R.; Arbiza, J.; Delfraro, A.; Abrego, L.	2024-11-25
PP_002W06T.1	PP_002W06T.1	2024-07-04	Panama				15216	Homo sapiens	Human	B.D.E.1.2	Franco, D.; Goya, S.; Martinez, A.; Moreno, B.; Valdespino, E.; Gaitan, M.; Gonzalez, C.; Moreno, A.; Capitan-Barrios, Z.; Carrera, J. P.; Lopez-Verges, S.; Pascale, J. M.; Das, S. R.; Arbiza, J.; Delfraro, A.; Abrego, L.	2024-11-25
PP_002W08P.1	PP_002W08P.1	2024-07-22	Panama				15216	Homo sapiens	Human	B.D.E.1	Franco, D.; Goya, S.; Martinez, A.; Moreno, B.; Valdespino, E.; Gaitan, M.; Gonzalez, C.; Moreno, A.; Capitan-Barrios, Z.; Carrera, J. P.; Lopez-Verges, S.; Pascale, J. M.; Das, S. R.; Arbiza, J.; Delfraro, A.; Abrego, L.	2024-11-25
PP_0047N0U.2	PP_0047N0U.2	2024-05-28	Papua New Guinea				15217		Unknown	B.D.4.1.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0047MYY.2	PP_0047MYY.2	2024-05-13	Papua New Guinea				15217		Unknown	B.D.4.1.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0047MPG.2	PP_0047MPG.2	2024-03-08	Papua New Guinea				15217		Unknown	B.D.4.1.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0047MRC.2	PP_0047MRC.2	2024-03-08	Papua New Guinea				15217		Unknown	B.D.4.1.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0047MU6.2	PP_0047MU6.2	2024-03-26	Papua New Guinea				15217		Unknown	B.D.4.1.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0047MLN.2	PP_0047MLN.2	2024-03-05	Papua New Guinea				15217		Unknown	B.D.4.1.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0047MFZ.2	PP_0047MFZ.2	2024-02-14	Papua New Guinea				15217		Unknown	B.D.4.1.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0047MQE.2	PP_0047MQE.2	2024-03-08	Papua New Guinea				15217		Unknown	B.D.4.1.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0047MSA.2	PP_0047MSA.2	2024-03-25	Papua New Guinea				15217		Unknown	B.D.4.1.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0047MGX.2	PP_0047MGX.2	2024-02-28	Papua New Guinea				15217		Unknown	B.D.4.1.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0047MNJ.2	PP_0047MNJ.2	2024-03-07	Papua New Guinea				15216		Unknown	B.D.4.1.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0047ME1.2	PP_0047ME1.2	2024-02-13	Papua New Guinea				15195		Unknown	B.D.4.1.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_00230KM.2	PP_00230KM.2	2007-01-29	Peru				15172	Homo sapiens	Human	B.D	Wentworth, D. E.; Halpin, R. A.; Bera, J.; Lin, X.; Fedorova, N.; Tsitrin, T.; McLellan, M.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Garcia, J.; Laguna-Torres, V. A.; Leguia, M.; Benavides, J. G.; Halsey, E.	2014-04-07
