accessionVersion	lineage	sampleCollectionDate	geoLocCountry	geoLocAdmin1	authors	authorAffiliations	hostNameScientific	length	earliestReleaseDate	submissionId	groupName	dataUseTerms	dataUseTermsUrl	biosampleAccession	completeness	geoLocAdmin2	geoLocCity	insdcAccessionFull	insdcRawReadsAccession	isLabHost	specimenCollectorSampleId	totalAmbiguousNucs	totalUnknownNucs	year	metadata_score	lineage_trunc
PP_0024WYX.2	B.D.4	2013-02-05	Jordan	Amman	Shabman, R.; Das, S. R.; Puri, V.; Fedorova, N.; Amedeo, P.; Williams, M.; Shrivastava, S.; Halasa, N.	J. Craig Venter Institute	Homo sapiens	15213	2016-08-15	KX655653.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9982262514781237			KX655653.1			RSVB/Homo sapiens/JOR/C2706/2013	0	0	2013	7.484978957591453	B.D.4
PP_00288L1.2	B.D.4	2013-01-15	Jordan		Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Isom, R.; Hu, L.; Christensen, J.; Miller, J.; Novotny, M.; Durbin, A.; Rocchi, I.; Williams, T.; Arumemi, F.; Das, S.	J. Craig Venter Institute	Homo sapiens	15232	2018-12-15	MK109782.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992773617133097			MK109782.1			RSVB/Homo sapiens/JOR/C2673/2013	0	0	2013	6.4862091291680155	B.D.4
PP_0023E52.1	B.D.2	2010-04-06	Kenya		Agoti, C. N.; Otieno, J. R.; Munywoki, P. K.; Mwihuri, A. G.; Cane, P. A.; Nokes, D. J.; Kellam, P.; Cotten, M.; Cotten, M. L.	KEMRI Wellcome Trust Research Programme	Homo sapiens	15260	2015-01-28	KP317932.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9999343056103008			KP317932.1			Kilifi_9465_12_RSVB_2010	0	0	2010	6.488022013596633	B.D.2
PP_0023ECN.1	B.D.3	2010-05-09	Kenya		Agoti, C. N.; Otieno, J. R.; Munywoki, P. K.; Mwihuri, A. G.; Cane, P. A.; Nokes, D. J.; Kellam, P.; Cotten, M.; Cotten, M. L.	KEMRI Wellcome Trust Research Programme	Homo sapiens	15333	2015-01-28	KP317952.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			KP317952.1			Kilifi_9465_6_RSVB_2010	0	0	2010	6.49274846228553	B.D.3
PP_0023E28.1	B.D	2011-07-08	Kenya		Agoti, C. N.; Otieno, J. R.; Munywoki, P. K.; Mwihuri, A. G.; Cane, P. A.; Nokes, D. J.; Kellam, P.; Cotten, M.; Cotten, M. L.	KEMRI Wellcome Trust Research Programme	Homo sapiens	15237	2015-01-28	KP317928.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			KP317928.1			Kilifi_9465_9_RSVB_2011	0	0	2011	6.486532858530269	B.D
PP_0028BTJ.2	B.D.4	2015-03-25	Kenya		Phan, M. V. T.; Agoti, C. N.; Nokes, D. J.; Cotten, M.	Wellcome Trust Sanger Institute, Viral Genomics	Homo sapiens	15367	2019-08-17	MK989763.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9999343056103008			MK989763.1			20692_62_HRSV-B	1	0	2015	6.49494982194885	B.D.4
PP_0028BRN.2	B.D.4	2015-02-06	Kenya		Phan, M. V. T.; Agoti, C. N.; Nokes, D. J.; Cotten, M.	Wellcome Trust Sanger Institute, Viral Genomics	Homo sapiens	15287	2019-08-17	MK989761.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			MK989761.1			20692_1_HRSV-B	0	0	2015	6.489770152152801	B.D.4
PP_0028BSL.2	B.D.4.1	2015-12-25	Kenya		Phan, M. V. T.; Agoti, C. N.; Nokes, D. J.; Cotten, M.	Wellcome Trust Sanger Institute, Viral Genomics	Homo sapiens	15262	2019-08-17	MK989762.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			MK989762.1			20692_20_HRSV-B	0	0	2015	6.488151505341534	B.D.4
PP_002KTX5.1	B.D.4.1	2016-02-01	Kenya		Kamau, E.; Otieno, J. R.; Murunga, N.; Nyiro, J. U.; Oketch, J. W.; Ngoi, J. M.; de Laurent, Z. R.; Mwema, A.; Agoti, C. N.; Nokes, D. J.	KEMRI-Wellcome Trust, Epidemiology and Demography	Homo sapiens	15257	2020-04-26	MN365402.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.999474444882407			MN365402.1			KHDSS/101/01-Feb-2016/MAT	0	0	2016	6.487827775979281	B.D.4
PP_002KS6P.1	B.D.4.1	2016-11-04	Kenya		Kamau, E.; Otieno, J. R.; Murunga, N.; Nyiro, J. U.; Oketch, J. W.; Ngoi, J. M.; de Laurent, Z. R.; Mwema, A.; Agoti, C. N.; Nokes, D. J.	KEMRI-Wellcome Trust, Epidemiology and Demography	Homo sapiens	15255	2020-04-26	MN365343.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			MN365343.1			KHDSS/42/04-Nov-2016/JAR	0	0	2016	6.48769828423438	B.D.4
PP_002KU2V.1	B.D.4.1	2016-04-05	Kenya		Kamau, E.; Otieno, J. R.; Murunga, N.; Nyiro, J. U.; Oketch, J. W.; Ngoi, J. M.; de Laurent, Z. R.; Mwema, A.; Agoti, C. N.; Nokes, D. J.	KEMRI-Wellcome Trust, Epidemiology and Demography	Homo sapiens	15249	2020-04-26	MN365407.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			MN365407.1			KHDSS/106/05-Apr-2016/MAT	0	0	2016	6.487309808999676	B.D.4
PP_002KVKT.1	B.D.4.1	2016-01-11	Kenya		Kamau, E.; Otieno, J. R.; Murunga, N.; Nyiro, J. U.; Oketch, J. W.; Ngoi, J. M.; de Laurent, Z. R.; Mwema, A.; Agoti, C. N.; Nokes, D. J.	KEMRI-Wellcome Trust, Epidemiology and Demography	Homo sapiens	15245	2020-04-26	MN365476.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9997372224412036			MN365476.1			KHDSS/175/11-Jan-2016/MTO	2	0	2016	6.487050825509874	B.D.4
PP_002KYQE.1	B.D.4.1	2016-09-08	Kenya		Kamau, E.; Otieno, J. R.; Murunga, N.; Nyiro, J. U.; Oketch, J. W.; Ngoi, J. M.; de Laurent, Z. R.; Mwema, A.; Agoti, C. N.; Nokes, D. J.	KEMRI-Wellcome Trust, Epidemiology and Demography	Homo sapiens	15240	2020-04-26	MN365583.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9995401392721062			MN365583.1			KHDSS/282/08-Sep-2016/SOK	0	0	2016	6.486727096147621	B.D.4
PP_002KTSF.1	B.D.4.1	2016-01-26	Kenya		Kamau, E.; Otieno, J. R.; Murunga, N.; Nyiro, J. U.; Oketch, J. W.; Ngoi, J. M.; de Laurent, Z. R.; Mwema, A.; Agoti, C. N.; Nokes, D. J.	KEMRI-Wellcome Trust, Epidemiology and Demography	Homo sapiens	15240	2020-04-26	MN365397.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9995401392721062			MN365397.1			KHDSS/96/26-Jan-2016/MAT	0	0	2016	6.486727096147621	B.D.4
PP_002KYD3.1	B.D.4.1	2016-01-11	Kenya		Kamau, E.; Otieno, J. R.; Murunga, N.; Nyiro, J. U.; Oketch, J. W.; Ngoi, J. M.; de Laurent, Z. R.; Mwema, A.; Agoti, C. N.; Nokes, D. J.	KEMRI-Wellcome Trust, Epidemiology and Demography	Homo sapiens	15238	2020-04-26	MN365572.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9986861122060176			MN365572.1			KHDSS/271/11-Jan-2016/SOK	6	0	2016	6.48659760440272	B.D.4
PP_002KYC5.1	B.D.4.1	2016-01-07	Kenya		Kamau, E.; Otieno, J. R.; Murunga, N.; Nyiro, J. U.; Oketch, J. W.; Ngoi, J. M.; de Laurent, Z. R.; Mwema, A.; Agoti, C. N.; Nokes, D. J.	KEMRI-Wellcome Trust, Epidemiology and Demography	Homo sapiens	15237	2020-04-26	MN365571.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9990145841545132			MN365571.1			KHDSS/270/07-Jan-2016/SOK	0	0	2016	6.486532858530269	B.D.4
PP_002KHJ7.1	B.D.4.1	2017-04-28	Kenya		Kamau, E.; Otieno, J. R.; Murunga, N.; Nyiro, J. U.; Oketch, J. W.; Ngoi, J. M.; de Laurent, Z. R.; Mwema, A.; Agoti, C. N.; Nokes, D. J.	KEMRI-Wellcome Trust, Epidemiology and Demography	Homo sapiens	15257	2020-04-26	MN365465.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			MN365465.1			KHDSS/164/28-Apr-2017/MAV	0	0	2017	6.487827775979281	B.D.4
PP_002KU7K.1	B.D.4.1.2	2017-03-16	Kenya		Kamau, E.; Otieno, J. R.; Murunga, N.; Nyiro, J. U.; Oketch, J. W.; Ngoi, J. M.; de Laurent, Z. R.; Mwema, A.; Agoti, C. N.; Nokes, D. J.	KEMRI-Wellcome Trust, Epidemiology and Demography	Homo sapiens	15256	2020-04-26	MN365412.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			MN365412.1			KHDSS/111/16-Mar-2017/MAT	0	0	2017	6.487763030106831	B.D.4
PP_002KTJX.1	B.D.4.1	2017-05-29	Kenya		Kamau, E.; Otieno, J. R.; Murunga, N.; Nyiro, J. U.; Oketch, J. W.; Ngoi, J. M.; de Laurent, Z. R.; Mwema, A.; Agoti, C. N.; Nokes, D. J.	KEMRI-Wellcome Trust, Epidemiology and Demography	Homo sapiens	15255	2020-04-26	MN365389.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			MN365389.1			KHDSS/88/29-May-2017/JUN	0	0	2017	6.48769828423438	B.D.4
PP_002KVBA.1	B.D.4.1	2017-03-30	Kenya		Kamau, E.; Otieno, J. R.; Murunga, N.; Nyiro, J. U.; Oketch, J. W.; Ngoi, J. M.; de Laurent, Z. R.; Mwema, A.; Agoti, C. N.; Nokes, D. J.	KEMRI-Wellcome Trust, Epidemiology and Demography	Homo sapiens	15253	2020-04-26	MN365450.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9998686112206018			MN365450.1			KHDSS/149/30-Mar-2017/MAV	0	0	2017	6.487568792489479	B.D.4
PP_002KUAD.1	B.D.4.1	2017-04-04	Kenya		Kamau, E.; Otieno, J. R.; Murunga, N.; Nyiro, J. U.; Oketch, J. W.; Ngoi, J. M.; de Laurent, Z. R.; Mwema, A.; Agoti, C. N.; Nokes, D. J.	KEMRI-Wellcome Trust, Epidemiology and Demography	Homo sapiens	15252	2020-04-26	MN365415.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			MN365415.1			KHDSS/114/04-Apr-2017/MAT	0	0	2017	6.487504046617028	B.D.4
PP_002KWRE.1	B.D.4.1	2017-02-24	Kenya		Kamau, E.; Otieno, J. R.; Murunga, N.; Nyiro, J. U.; Oketch, J. W.; Ngoi, J. M.; de Laurent, Z. R.; Mwema, A.; Agoti, C. N.; Nokes, D. J.	KEMRI-Wellcome Trust, Epidemiology and Demography	Homo sapiens	15252	2020-04-26	MN365516.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			MN365516.1			KHDSS/215/24-Feb-2017/NGE	0	0	2017	6.487504046617028	B.D.4
PP_002KRG4.1	B.D.4.1	2017-03-03	Kenya		Kamau, E.; Otieno, J. R.; Murunga, N.; Nyiro, J. U.; Oketch, J. W.; Ngoi, J. M.; de Laurent, Z. R.; Mwema, A.; Agoti, C. N.; Nokes, D. J.	KEMRI-Wellcome Trust, Epidemiology and Demography	Homo sapiens	15252	2020-04-26	MN365319.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			MN365319.1			KHDSS/18/03-Mar-2017/CHA	0	0	2017	6.487504046617028	B.D.4
PP_002KHK5.1	B.D.4.1.2	2017-04-28	Kenya		Kamau, E.; Otieno, J. R.; Murunga, N.; Nyiro, J. U.; Oketch, J. W.; Ngoi, J. M.; de Laurent, Z. R.; Mwema, A.; Agoti, C. N.; Nokes, D. J.	KEMRI-Wellcome Trust, Epidemiology and Demography	Homo sapiens	15250	2020-04-26	MN365466.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9998686112206018			MN365466.1			KHDSS/165/28-Apr-2017/MAV	0	0	2017	6.487374554872127	B.D.4
PP_002KV3S.1	B.D.4.1	2017-01-25	Kenya		Kamau, E.; Otieno, J. R.; Murunga, N.; Nyiro, J. U.; Oketch, J. W.; Ngoi, J. M.; de Laurent, Z. R.; Mwema, A.; Agoti, C. N.; Nokes, D. J.	KEMRI-Wellcome Trust, Epidemiology and Demography	Homo sapiens	15250	2020-04-26	MN365442.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			MN365442.1			KHDSS/141/25-Jan-2017/MAV	0	0	2017	6.487374554872127	B.D.4
PP_002KVZZ.1	B.D.4.1.2	2017-03-15	Kenya		Kamau, E.; Otieno, J. R.; Murunga, N.; Nyiro, J. U.; Oketch, J. W.; Ngoi, J. M.; de Laurent, Z. R.; Mwema, A.; Agoti, C. N.; Nokes, D. J.	KEMRI-Wellcome Trust, Epidemiology and Demography	Homo sapiens	15249	2020-04-26	MN365490.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			MN365490.1			KHDSS/189/15-Mar-2017/MTO	0	0	2017	6.487309808999676	B.D.4
PP_002KV7J.1	B.D.4.1.2	2017-03-08	Kenya		Kamau, E.; Otieno, J. R.; Murunga, N.; Nyiro, J. U.; Oketch, J. W.; Ngoi, J. M.; de Laurent, Z. R.; Mwema, A.; Agoti, C. N.; Nokes, D. J.	KEMRI-Wellcome Trust, Epidemiology and Demography	Homo sapiens	15249	2020-04-26	MN365446.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			MN365446.1			KHDSS/145/08-Mar-2017/MAV	0	0	2017	6.487309808999676	B.D.4
PP_002KY5K.1	B.D.4.1.2	2017-04-03	Kenya		Kamau, E.; Otieno, J. R.; Murunga, N.; Nyiro, J. U.; Oketch, J. W.; Ngoi, J. M.; de Laurent, Z. R.; Mwema, A.; Agoti, C. N.; Nokes, D. J.	KEMRI-Wellcome Trust, Epidemiology and Demography	Homo sapiens	15249	2020-04-26	MN365564.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			MN365564.1			KHDSS/263/03-Apr-2017/PIN	0	0	2017	6.487309808999676	B.D.4
PP_002KV9E.1	B.D.4.1	2017-03-21	Kenya		Kamau, E.; Otieno, J. R.; Murunga, N.; Nyiro, J. U.; Oketch, J. W.; Ngoi, J. M.; de Laurent, Z. R.; Mwema, A.; Agoti, C. N.; Nokes, D. J.	KEMRI-Wellcome Trust, Epidemiology and Demography	Homo sapiens	15248	2020-04-26	MN365448.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			MN365448.1			KHDSS/147/21-Mar-2017/MAV	0	0	2017	6.487245063127226	B.D.4
PP_002KT7L.1	B.D.4.1.2	2017-02-20	Kenya		Kamau, E.; Otieno, J. R.; Murunga, N.; Nyiro, J. U.; Oketch, J. W.; Ngoi, J. M.; de Laurent, Z. R.; Mwema, A.; Agoti, C. N.; Nokes, D. J.	KEMRI-Wellcome Trust, Epidemiology and Demography	Homo sapiens	15248	2020-04-26	MN365378.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			MN365378.1			KHDSS/77/20-Feb-2017/JUN	0	0	2017	6.487245063127226	B.D.4
PP_002KSE7.1	B.D.4.1	2017-03-08	Kenya		Kamau, E.; Otieno, J. R.; Murunga, N.; Nyiro, J. U.; Oketch, J. W.; Ngoi, J. M.; de Laurent, Z. R.; Mwema, A.; Agoti, C. N.; Nokes, D. J.	KEMRI-Wellcome Trust, Epidemiology and Demography	Homo sapiens	15248	2020-04-26	MN365351.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			MN365351.1			KHDSS/50/08-Mar-2017/JAR	0	0	2017	6.487245063127226	B.D.4
PP_002KHFE.1	B.D.4.1.2	2017-04-19	Kenya		Kamau, E.; Otieno, J. R.; Murunga, N.; Nyiro, J. U.; Oketch, J. W.; Ngoi, J. M.; de Laurent, Z. R.; Mwema, A.; Agoti, C. N.; Nokes, D. J.	KEMRI-Wellcome Trust, Epidemiology and Demography	Homo sapiens	15247	2020-04-26	MN365462.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			MN365462.1			KHDSS/161/19-Apr-2017/MAV	0	0	2017	6.487180317254775	B.D.4
PP_002KRQM.1	B.D.4.1	2017-04-13	Kenya		Kamau, E.; Otieno, J. R.; Murunga, N.; Nyiro, J. U.; Oketch, J. W.; Ngoi, J. M.; de Laurent, Z. R.; Mwema, A.; Agoti, C. N.; Nokes, D. J.	KEMRI-Wellcome Trust, Epidemiology and Demography	Homo sapiens	15247	2020-04-26	MN365327.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			MN365327.1			KHDSS/26/13-Apr-2017/CHA	0	0	2017	6.487180317254775	B.D.4
PP_002KHQV.1	B.D.4.1	2017-05-12	Kenya		Kamau, E.; Otieno, J. R.; Murunga, N.; Nyiro, J. U.; Oketch, J. W.; Ngoi, J. M.; de Laurent, Z. R.; Mwema, A.; Agoti, C. N.; Nokes, D. J.	KEMRI-Wellcome Trust, Epidemiology and Demography	Homo sapiens	15247	2020-04-26	MN365471.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			MN365471.1			KHDSS/170/12-May-2017/MAV	0	0	2017	6.487180317254775	B.D.4
PP_002KRNR.1	B.D.4.1	2017-03-29	Kenya		Kamau, E.; Otieno, J. R.; Murunga, N.; Nyiro, J. U.; Oketch, J. W.; Ngoi, J. M.; de Laurent, Z. R.; Mwema, A.; Agoti, C. N.; Nokes, D. J.	KEMRI-Wellcome Trust, Epidemiology and Demography	Homo sapiens	15247	2020-04-26	MN365325.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			MN365325.1			KHDSS/24/29-Mar-2017/CHA	0	0	2017	6.487180317254775	B.D.4
PP_002KUF3.1	B.D.4.1	2017-05-18	Kenya		Kamau, E.; Otieno, J. R.; Murunga, N.; Nyiro, J. U.; Oketch, J. W.; Ngoi, J. M.; de Laurent, Z. R.; Mwema, A.; Agoti, C. N.; Nokes, D. J.	KEMRI-Wellcome Trust, Epidemiology and Demography	Homo sapiens	15247	2020-04-26	MN365420.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			MN365420.1			KHDSS/119/18-May-2017/MAT	0	0	2017	6.487180317254775	B.D.4
PP_002P0R2.1	B.D.4.1.1	2019-04-21	Kenya	Kilifi	Lambisia, A. W.; Makori, T. O.; Mutunga, M.; Lewa, C.; Githinji, G.; Agoti, C. N.; Nokes, J. D.; Cheruiyot, R.	KEMRI-Wellcome Trust, Kilifi, Kenya, Epidemiology and Demography	Homo sapiens	14931	2022-12-06	OP699191.2	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.980817238207857			OP699191.2			Kilifi/RSVB/HF10025_21/04/2019	0	1	2019	7.466720621560375	B.D.4
PP_002P7J9.1	B.D.4.1.1	2019-03-01	Kenya	Kilifi	Lambisia, A. W.; Makori, T.; Mutunga, M.; Lewa, C.; Githinji, G.; Agoti, C. N.; Nokes, J. D.	KEMRI-Wellcome Trust, Kilifi, Kenya, Epidemiology and Demography	Homo sapiens	14931	2023-01-31	OQ101894.2	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9808829325975562			OQ101894.2			Kilifi/RSVB/HF10083_01/03/2019	0	0	2019	7.466720621560375	B.D.4
PP_002P7PZ.1	B.D.4.1.1	2019-03-12	Kenya	Kilifi	Lambisia, A. W.; Makori, T.; Mutunga, M.; Lewa, C.; Githinji, G.; Agoti, C. N.; Nokes, J. D.	KEMRI-Wellcome Trust, Kilifi, Kenya, Epidemiology and Demography	Homo sapiens	14931	2023-01-31	OQ101899.2	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9808829325975562			OQ101899.2			Kilifi/RSVB/HF10088_12/03/2019	0	0	2019	7.466720621560375	B.D.4
PP_002P7L5.1	B.D.4.1.1	2019-03-02	Kenya	Kilifi	Lambisia, A. W.; Makori, T.; Mutunga, M.; Lewa, C.; Githinji, G.; Agoti, C. N.; Nokes, J. D.	KEMRI-Wellcome Trust, Kilifi, Kenya, Epidemiology and Demography	Homo sapiens	14931	2023-01-31	OQ101896.2	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9808829325975562			OQ101896.2			Kilifi/RSVB/HF10085_02/03/2019	0	0	2019	7.466720621560375	B.D.4
PP_002P12E.1	B.D.4.1.1	2019-12-04	Kenya	Kilifi	Lambisia, A. W.; Makori, T. O.; Mutunga, M.; Lewa, C.; Githinji, G.; Agoti, C. N.; Nokes, J. D.; Cheruiyot, R.	KEMRI-Wellcome Trust, Kilifi, Kenya, Epidemiology and Demography	Homo sapiens	14931	2022-12-06	OP699202.2	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9807515438181579			OP699202.2			Kilifi/RSVB/HF10036_04/12/2019	0	2	2019	7.466720621560375	B.D.4
PP_002P6L6.1	B.D.4.1.1	2019-01-29	Kenya	Kilifi	Lambisia, A. W.; Makori, T.; Mutunga, M.; Lewa, C.; Githinji, G.; Agoti, C. N.; Nokes, J. D.	KEMRI-Wellcome Trust, Kilifi, Kenya, Epidemiology and Demography	Homo sapiens	14931	2023-01-31	OQ101862.2	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9807515438181579			OQ101862.2			Kilifi/RSVB/HF10051_29/01/2019	0	2	2019	7.466720621560375	B.D.4
PP_002P6UQ.1	B.D.4.1.1	2019-02-06	Kenya	Kilifi	Lambisia, A. W.; Makori, T.; Mutunga, M.; Lewa, C.; Githinji, G.; Agoti, C. N.; Nokes, J. D.	KEMRI-Wellcome Trust, Kilifi, Kenya, Epidemiology and Demography	Homo sapiens	14931	2023-01-31	OQ101870.2	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9808829325975562			OQ101870.2			Kilifi/RSVB/HF10059_06/02/2019	0	0	2019	7.466720621560375	B.D.4
PP_002P0TY.1	B.D.4.1.1	2019-04-27	Kenya	Kilifi	Lambisia, A. W.; Makori, T. O.; Mutunga, M.; Lewa, C.; Githinji, G.; Agoti, C. N.; Nokes, J. D.; Cheruiyot, R.	KEMRI-Wellcome Trust, Kilifi, Kenya, Epidemiology and Demography	Homo sapiens	14931	2022-12-06	OP699193.2	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.8472605439495468			OP699193.2			Kilifi/RSVB/HF10027_27/04/2019	0	2034	2019	7.466720621560375	B.D.4
PP_002P6JA.1	B.D.4.1.1	2019-01-28	Kenya	Kilifi	Lambisia, A. W.; Makori, T.; Mutunga, M.; Lewa, C.; Githinji, G.; Agoti, C. N.; Nokes, J. D.	KEMRI-Wellcome Trust, Kilifi, Kenya, Epidemiology and Demography	Homo sapiens	14931	2023-01-31	OQ101860.2	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9808829325975562			OQ101860.2			Kilifi/RSVB/HF10049_28/01/2019	0	0	2019	7.466720621560375	B.D.4
PP_002P752.1	B.D.4.1.1	2019-02-16	Kenya	Kilifi	Lambisia, A. W.; Makori, T.; Mutunga, M.; Lewa, C.; Githinji, G.; Agoti, C. N.; Nokes, J. D.	KEMRI-Wellcome Trust, Kilifi, Kenya, Epidemiology and Demography	Homo sapiens	14931	2023-01-31	OQ101881.2	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9808829325975562			OQ101881.2			Kilifi/RSVB/HF10070_16/02/2019	0	0	2019	7.466720621560375	B.D.4
PP_002P6K8.1	B.D.4.1.1	2019-01-28	Kenya	Kilifi	Lambisia, A. W.; Makori, T.; Mutunga, M.; Lewa, C.; Githinji, G.; Agoti, C. N.; Nokes, J. D.	KEMRI-Wellcome Trust, Kilifi, Kenya, Epidemiology and Demography	Homo sapiens	14931	2023-01-31	OQ101861.2	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9808829325975562			OQ101861.2			Kilifi/RSVB/HF10050_28/01/2019	0	0	2019	7.466720621560375	B.D.4
PP_002P11G.1	B.D.4.1.1	2019-11-28	Kenya	Kilifi	Lambisia, A. W.; Makori, T. O.; Mutunga, M.; Lewa, C.; Githinji, G.; Agoti, C. N.; Nokes, J. D.; Cheruiyot, R.	KEMRI-Wellcome Trust, Kilifi, Kenya, Epidemiology and Demography	Homo sapiens	14931	2022-12-06	OP699201.2	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9808829325975562			OP699201.2			Kilifi/RSVB/HF10035_28/11/2019	0	0	2019	7.466720621560375	B.D.4
